,movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys,openYear
6269,20209859,불륜의 세계 무삭제판,,2020,20201103,장편,개봉,한국,"성인물(에로),스릴러",한국,성인물(에로),[{'peopleNm': '신성진'}],선셋 시네마,2020
6272,20203201,아내의 친구 :  아내 몰래 섹스한 날 무삭제,,2020,20201102,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최민현'}],(주)영화사가을,2020
6278,20202883,내 친구 아내 무삭제판,,2020,20201130,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],(주)영진크리에이티브,2020
6280,20201992,핫바디 처제,,2020,20201128,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],(주)영진크리에이티브,2020
6283,20202087,술취한여대생들,,2019,20201127,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '천성준'}],에이원 미디어,2020
6284,20209724,음란 과외 3,,2020,20201126,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],너바나 필름,2020
6287,20020054,일단뛰어,Make It Big,2002,20020509,장편,개봉,한국,"액션,코미디",한국,액션,[{'peopleNm': '조의석'}],기획시대(주),2002
6307,20201972,내로남불,,2020,20201123,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],(주)영진크리에이티브,2020
6308,20206815,여동생과 은밀한 거래,,2020,20201112,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '윤경식'}],(주)픽쳐레스크,2020
6310,20198870,어게인,Again,2018,20200730,장편,개봉,한국,"뮤지컬,드라마",한국,뮤지컬,[{'peopleNm': '조창열'}],(주)하늬바람,2020
6311,20040734,노트북,The Notebook,2004,20041126,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,[{'peopleNm': '닉 카사베츠'}],뉴라인 시네마,2004
6312,19950185,당신이 잠든 사이에 ,While You Were Sleeping,1994,19950513,장편,개봉,미국,코미디,미국,코미디,[{'peopleNm': '존 터틀타웁'}],카라반 픽쳐스,1995
6313,20209147,바람난 아내의 비밀,,2020,20201119,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '윤경식'}],(주)픽쳐레스크,2020
6314,20207345,내 아내가 아닌,,2020,20201119,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '윤경식'}],(주)픽쳐레스크,2020
6316,20030060,펀치 드렁크 러브,Punch Drunk Love,2002,20030508,장편,개봉,미국,"멜로/로맨스,코미디",미국,멜로/로맨스,[{'peopleNm': '폴 토마스 앤더슨'}],콜럼비아트라이스타,2003
6317,20050042,"지금, 만나러 갑니다",Be With You,2004,20050325,장편,개봉,일본,"드라마,멜로/로맨스,판타지",일본,드라마,[{'peopleNm': '도이 노부히로'}],도호쿠신샤,2005
6318,20040703,"조제, 호랑이 그리고 물고기들","Josee, The Tiger And The Fish",2003,20041029,장편,개봉,일본,드라마,일본,드라마,[{'peopleNm': '이누도 잇신 '}],아스믹에이스엔터테인먼트,2004
6323,20202310,나는 야한 여자가 좋다 4 - 무삭제판,,2020,20201118,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],모히또필름,2020
6324,20205258,구직자들,The Interviewees,2020,20201112,장편,개봉,한국,"SF,드라마",한국,SF,[{'peopleNm': '황승재'}],주식회사인시즌,2020
6325,20196674,갱,GANG,2019,20200116,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '조바른'}],(주)스토리풀,2020
6327,20184482,국제수사,The Golden Holiday,2020,20200929,장편,개봉,한국,"코미디,액션",한국,코미디,[{'peopleNm': '김봉한'}],(주)영화사장춘,2020
6328,20202143,여자친구의 맛 3,,2020,20201116,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6330,20192764,이별의 목적,The Art of Loving,2018,20200910,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이건우'}],(주)한영씨앤텍,2020
6334,20206588,극장판 미니특공대: 햄버거괴물의 습격,,2020,20200930,장편,개봉,한국,"애니메이션,액션",한국,애니메이션,[{'peopleNm': '이영준'}],(주)삼지애니메이션,2020
6335,20201110,D컵여자친구,,2020,20201113,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이정석'}],스마일컨텐츠,2020
6336,20199815,밥정,The Wandering Chef,2019,20201007,장편,개봉,한국,"다큐멘터리,드라마",한국,다큐멘터리,[{'peopleNm': '박혜령'}],(주)하얀소엔터테인먼트,2020
6338,20209133,용주골 2,,2020,20201112,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],컨텐츠레드,2020
6339,20206740,여대생의 은밀한 불륜,,2020,20201112,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '윤경식'}],(주)픽쳐레스크,2020
6343,20209022,메피스토,,2019,20200910,장편,개봉,한국,"드라마,스릴러",한국,드라마,[{'peopleNm': '김동후'}],㈜아라유니버스,2020
6346,20201229,부자의교환섹스 - 무삭제,,2020,20201111,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이정석'}],스마일컨텐츠,2020
6347,20205284,매지컬: 공주를 웃겨라,,2020,20200917,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '정윤철'}],애니투아트(주),2020
6352,20180743,스윈들러,SWINDLER,2018,20201008,장편,개봉,한국,"드라마,범죄,코미디",한국,드라마,[{'peopleNm': '이동환'}],환필름,2020
6353,20208508,미스터트롯: 더 무비,,2020,20201022,장편,개봉,한국,공연,한국,공연,[{'peopleNm': '전수경'}],(주)영화사 그램,2020
6354,20000030,반칙왕,The Foul King,2000,20000204,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '김지운'}],(주)영화사봄,2000
6356,20209304,다만 악에서 구하소서 파이널컷,DELIVER US FROM EVIL FINALCUT,2020,20201028,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '홍원찬'}],(주)하이브미디어코프,2020
6357,20100788,마법천자문: 대마왕의 부활을 막아라,The Five Magic Letters,2010,20100819,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '윤영기'}],(주)디엔에이프로덕션,2010
6358,20190674,동아시아반일무장전선,East Asia Anti-Japan Armed Front,2019,20200820,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '김미례'}],감 픽쳐스,2020
6369,20207113,관전녀2,,2020,20201106,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],컨텐츠레드,2020
6370,20200603,가슴큰친구누나들,,2020,20201106,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이정석'}],스마일컨텐츠,2020
6371,20182985,섹스 인 더 게임 ,,2017,20180328,장편,개봉,한국,,한국,,[{'peopleNm': '신성진'}],선셋 시네마,2018
6381,20200794,애원하는 유부녀 무삭제,,2020,20201104,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '천성준'}],(주)케이피에이기획,2020
6384,20202903,유부녀 팬클럽 무삭제판,,2020,20201103,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],(주)영진크리에이티브,2020
6385,20200161,남매의 세계,,2019,20201103,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '왕지방'}],(주)메이크아트,2020
6387,20040558,클레멘타인,Clementine,2004,20040521,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '김두영'}],펄스타 픽쳐스,2004
6388,20050313,아치와 씨팍,Aachi & Ssipak,2006,20060628,장편,개봉,한국,"애니메이션,코미디,액션,SF,범죄",한국,애니메이션,[{'peopleNm': '조범진'}],제이팀스튜디오(주),2006
6391,20208476,예쁜엄마,,2020,20201030,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최성은'}],(주)영화사히트,2020
6392,20200777,여성친구 무삭제,,2019,20201030,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '우기상'}],엔트리커뮤니케이션즈,2020
6393,20200790,긴섹충 무삭제,,2019,20201030,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '우기상'}],엔트리커뮤니케이션즈,2020
6394,20209858,페이섹스,Pay for Sex,2020,20201029,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '리차드 킴'}],(주)룬컴퍼니,2020
6395,20200062,채승하의 비밀의 숲,,2020,20201029,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6396,20209883,탐스러운 장모님,,2020,20201028,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '최찬호'}],(주)영화사가을,2020
6397,20206767,딸의 친구 5 - 무삭제판,,2020,20201028,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '계장혁'}],(주)컨텐츠 빌리지,2020
6398,20208907,섹스 소녀 5,,2020,20201027,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6399,20209956,왕가슴 그녀,,2020,20201026,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6401,20209842,엄마친구 7,,2020,20201023,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김춘수'}],(주)영화사가을,2020
6402,20203049,무엇이든 도와드립니다,,2020,20201023,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '정미나'}],(주)담화,2020
6404,20198013,형의 여자를 탐하다,,2019,20201022,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김환'}],(주)영화사가을,2020
6405,20196607,친구의 새엄마,,2019,20201022,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김환'}],(주)영화사가을,2020
6406,20202605,스와핑 : 부부모임 무삭제,,2020,20201022,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최민현'}],(주)영화사가을,2020
6407,20193173,처제의 순결,,2019,20201021,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '한대위'}],(주)영화사가을,2020
6408,20201563,착한 형수 5,,2020,20201021,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최찬호'}],(주)영화사가을,2020
6409,20203087,주부남편의 발기찬 바깥생활 무삭제,,2020,20201021,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '정미나'}],(주)담화,2020
6410,20204545,정사 : 엄마친구 2,,2020,20201021,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김진우'}],(주)영화사가을,2020
6411,20194445,우즈벡 사돈처녀,,2019,20201021,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김환'}],(주)영화사가을,2020
6412,20201684,욕구불만 친구엄마 무삭제,,2020,20201021,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최민현'}],(주)영화사가을,2020
6413,20206661,어린 그녀 - 무삭제판,,2020,20201021,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '정태준'}],(주)컨텐츠 빌리지,2020
6414,20195009,연애 : 아빠친구,,2019,20201020,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김부곤'}],(주)영화사가을,2020
6415,20192367,엄마의 사랑,,2019,20201020,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '한대위'}],(주)영화사가을,2020
6416,20191470,섹스남녀 : 우린 속 궁합이 잘 맞아 ,,2019,20201020,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '한대위'}],(주)영화사가을,2020
6417,20207406,스와핑 : 내 아내의 친구,,2020,20201020,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김진우'}],(주)영화사가을,2020
6418,20209263,새엄마는 열아홉,,2020,20201019,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '최성은'}],(주)영화사히트,2020
6419,20207166,대물 : 아내의 불륜,,2020,20201019,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최찬호'}],(주)영화사가을,2020
6420,20203781,늑대소녀 야생소녀를 교육하다,,2020,20201019,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '에로핑'}],(주)가온콘텐츠,2020
6422,20206763,나쁜 처제 2,,2020,20201019,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김진우'}],(주)영화사가을,2020
6423,19940007,마스카라,Mascara,1994,19950401,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '이훈'}],(주)서강기획,1995
6424,20191624,나쁜 섹스 : 그놈에게 당한 날,,2019,20201019,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[],(주)영화사가을,2020
6425,20205823,관계 : 특별한 형수 2,,2020,20201019,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김진우'}],(주)영화사가을,2020
6427,20209959,어린 와이프 무삭제,,2020,20201017,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '최성은'}],(주)영화사히트,2020
6429,20209632,섹스 소녀6,,2020,20201017,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6431,20208449,볼빨간 며느리,,2020,20201016,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최성은'}],(주)영화사히트,2020
6432,20208670,밀애- 섹스가 좋아,,2020,20201016,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이가온'}],(주)케이알씨지,2020
6433,20208928,밝히는 새엄마,,2019,20201016,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '천성준'}],에이원 미디어,2020
6440,20209807,A급며느리,,2020,20201019,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '양호열'}],케이제이픽처스,2020
6441,20203722,한지붕 세가족,,2020,20201015,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '양호열'}],(주)가온콘텐츠,2020
6443,20205285,위험한 삼촌들,,2020,20201015,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '양호열'}],(주)가온콘텐츠,2020
6444,19970029,나쁜 영화,"Timeless, Bottomless",1997,19970802,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '장선우'}],미라신코리아(주),1997
6445,20030094,원더풀 데이즈,Wonderful Days,2003,20030717,장편,개봉,한국,"애니메이션,액션",한국,애니메이션,[{'peopleNm': '김문생'}],틴하우스(주),2003
6448,20206828,내 여자의 변태욕정,,2020,20201015,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '한길수'}],(주)가온콘텐츠,2020
6451,20208227,예쁜 여동생3,,2020,20201013,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6452,20209183,그놈의 물건은 바이러스,,2020,20201012,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6453,20202457,완벽한 스와핑2,,2020,20201009,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이가온'}],(주)케이알씨지,2020
6454,20205124,빚투: 부부교환,,2020,20201009,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '정미나'}],(주)담화,2020
6459,20209938,숫처녀길들이기 - 무삭제,,2020,20201028,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '원명준'}],스마일컨텐츠,2020
6460,20208046,섹스소녀4,,2020,20201008,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6462,20208354,내누나는야설작가,,2020,20201008,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이정석'}],스마일컨텐츠,2020
6463,20207042,새아가 - 무삭제판,,2020,20201007,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '계장혁'}],(주)컨텐츠 빌리지,2020
6464,20208450,바람난 처제,,2020,20201007,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이대길'}],뷰소프트,2020
6466,20208475,거짓말 : 친구엄마,,2020,20201007,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이대길'}],뷰소프트,2020
6470,20208529,친척 여동생 - 무삭제,,2020,20201005,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '최성은'}],윤스,2020
6471,20203584,섹스 소녀2,,2020,20201005,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최진철'}],라임필름,2020
6472,20201700,완벽한 스와핑,,2020,20201002,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이가온'}],(주)케이알씨지,2020
6474,20208137,춘사월의 정사,,2020,20201002,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이동현'}],(주)케이알씨지,2020
6477,20198863,구르는 수레바퀴,SAMSARA,2019,20200923,장편,개봉,한국,"가족,드라마",한국,가족,[{'peopleNm': '문정윤'}],아방가르드 필름,2020
6478,20208224,옆집 자매,,2019,20201002,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '박은석'}],(주)씨맥스커뮤니케이션즈,2020
6481,20209592,장모의마사지,,2020,20201023,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이정석'}],스마일컨텐츠,2020
6482,20209808,애인이 생기면 하고 싶은 일,,2020,20201019,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '양호열'}],케이제이픽처스,2020
6483,20207114,어린 엄마4,,2020,20201023,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],모히또필름,2020
6484,20207116,애완남,,2020,20201023,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],너바나 필름,2020
6485,20209365,아이돌 승하의 화려한 테크닉,,2020,20201023,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],(주)영진크리에이티브,2020
